骨质增生症	骨质增生症<br><br>　　【辨证】肝肾不足，血脉瘀阻。<br><br>　　【治法】补肝益肾，填精益髓，活血止痛。<br><br>　　【方名】骨刺丸。<br><br>　　【组成】熟地黄60克，骨碎补60克，炙马钱子60克，鸡血藤60克，肉苁蓉60克，汉三七30克，净乳香30克，净没药30克，老川芎30克。<br><br>　　【用法】上药研末炼蜜为丸，每丸重6克，日服2次，每次1丸，温开水或黄酒送服。<br><br>　　【出处】边全禄方。
关节囊积水	关节囊积水<br><br>　　【辨证】瘀血停滞，气血运行受阻。<br><br>　　【治法】活血祛瘀，利水消肿。<br><br>　　【方名】加味通经导滞汤。<br><br>　　【组成】当归9克，川芎6克，川牛膝9克，独活9克，茯苓12克，泽泻9克，乌药15克，红花9克，穿山甲9克，陈皮3克，枳壳9克，甘草3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】余宽寰方。
冠心病	冠心病<br><br>（一）<br><br><br>　　【辨证】气虚血瘀。<br><br>　　【治法】舒胸益气，活血通脉。<br><br>　　【方名】舒胸益气汤。<br><br>　　【组成】黄芪30克，党参30克，丹参30克，赤白芍各10克，川芎10克，降香10克，枳壳10克，红花10克，麦冬20克，甘草15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】陈慕莲方。<br><br>（二）<br><br><br>　　【辨证】心火亢盛。<br><br>　　【治法】降火通脉，活血宁心。<br><br>　　【方名】通脉宁心汤。<br><br>　　【组成】细木通10克，路路通10克，生地15克，全瓜蒌5克，丹参15克，郁金10克，茯神10克，炙甘草10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】张子义方。<br><br>（三）<br><br><br>　　【辨证】气阴两虚。<br><br>　　【治法】益气养阴，化瘀通络。<br><br>　　【方名】益气养阴通络汤。<br><br>　　【组成】南沙参20克，北沙参20克，麦冬20克，五味子10克，桂枝10克，生地30克，丹参25克，川芎15克，益母草15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】张志雄方。<br><br>（四）<br><br><br>　　【辨证】气阴两虚，心脉瘀阻，虚实相兼。<br><br>　　【治法】益气养阴，活血化瘀。<br><br>　　【方名】宁心汤。<br><br>　　【组成】孩儿参9克，丹参9克，当归6克，川芎3克，生地9克，赤芍9克，白芍9克，桃仁9克，红花5克，茯苓9克，木香5克，陈皮3克，炙甘草3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】孟百三方。<br><br>（五）<br><br><br>　　【辨证】心肾阳虚，心血瘀阻。<br><br>　　【治法】温阳益气，滋补阴血，化瘀通络。<br><br>　　【方名】黄芪通痹汤。<br><br>　　【组成】黄芪30克，当归12克，白芍12克，川芎9克，地黄15克，炙甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】刘玉瑛方。<br><br>（六）<br><br><br>　　【辨证】气虚痰浊。<br><br>　　【治法】补气健脾，除痰通瘀。<br><br>　　【方名】益气除痰汤。<br><br>　　【组成】党参18克，五爪龙50克，法半夏10克，橘红6克，竹茹10克，枳实6克，白术15克，茯苓15克，山楂15克，甘草5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】邓铁涛方。<br><br>（七）<br><br><br>　　【辨证】心气不足，心阳不振。<br><br>　　【治法】养心定志。<br><br>　　【方名】养心定志汤加减。<br><br>　　【组成】太子参10克，茯苓10克，菖蒲8克，远志8克，炙甘草5克，桂枝8克，小麦10克，大枣5枚，丹参10克，佛手8克，龙骨15克，珍珠母15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】高辉远方。
过敏性鼻炎	过敏性鼻炎<br><br>（一）<br><br><br>　　【辨证】卫阳不固，肺气不宣。<br><br>　　【治法】扶正祛邪，宣肺通窍。<br><br>　　【方名】辛黄汤。<br><br>　　【组成】薄荷（后下）3克，防风4.5克，桔梗4.5克，辛荑花4.5克，黄芪9克，白术9克，牛蒡子9克，百合9克，南沙参9克，北沙参9克，蒌皮根9克，前胡6克，石菖蒲2.5克，甘草2.5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】张赞臣方。<br><br>（二）<br><br><br>　　【辨证】气虚。<br><br>　　【治法】益气角表，抗过敏止涕。<br><br>　　【方名】劫敏汤。<br><br>　　【组成】黄芪10克，诃子肉10克，干地黄10克，乌梅10克，豨莶草10克，柴胡3克，防风6克，蜂蜜（兑服）30克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】干祖望方。<br><br>（三）<br><br><br>　　【辨证】脾肺气虚。<br><br>　　【治法】温肺宣窍。<br><br>　　【方名】劫敏汤。<br><br>　　【组成】黄芪10克，乌梅10克，诃子肉10克，干地龙10克，柴胡3克，防风6克，豨莶草6克，蜂蜜（和服）30克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《浙江中医杂志》。<br><br>（四）<br><br><br>　　【辨证】肺肾虚寒。<br><br>　　【治法】温补肺肾，祛风散寒。<br><br>　　【方名】温阳散风汤。<br><br>　　【组成】白蒺藜10克，川芎10克，白芷10克，细辛3克，荜拨5克，乌梅10克，枸杞子12克，桑椹12克，白芍12克，蛇床子10克，锁阳10克，淫羊藿10克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】谭敬书方。<br><br>（五）<br><br><br>　　【辨证】肺脾肾气虚。<br><br>　　【治法】温肺补肾，散寒通窍。<br><br>　　【方名】升陷塞流汤。<br><br>　　【组成】党参10克，黄芪10克，白术10克，当归10克，补骨脂10克，山萸肉15克，生苡仁12克，辛荑花6克，炙甘草4.5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《安徽中医学院学报》。<br><br>（六）<br><br><br>　　【辨证】肺脾气虚。<br><br>　　【治法】补肺健脾利湿。<br><br>　　【方名】参苓白术散加减。<br><br>　　【组成】党参6克，白术6克，茯苓10克，淮山10克，泽泻6克，苡仁15克，苍耳子10克，黄芪6克，甘草3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】陈培方。<br><br>（七）<br><br><br>　　【辨证】肾阳虚损。<br><br>　　【治法】祛风，补肾。<br><br>　　【方名】附苍汤。<br><br>　　【组成】耳子10克，辛荑10克，赤芍10克，川芎10克，桑寄生10克，杞子10克，酸枣仁10克，熟地10克，附子6克，防风6克，当归10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】陈培方。<br><br>（八）<br><br><br>　　【辨证】风寒侵扰。<br><br>　　【治法】辛温散寒。<br><br>　　【方名】荆防败毒散加减。<br><br>　　【组成】荆芥10克，防风6克，薄荷（后下）5克，苍耳子10克，菊花10克，羌活10克，川芎10克，生姜2片，甘草3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】陈培方。<br><br>（九）<br><br><br>　　【辨证】肾虚。<br><br>　　【治法】温肾壮阳，通窍。<br><br>　　【方名】温肺止流丹加减。<br><br>　　【组成】人参（炖服）10克，荆芥10克，细辛4克，诃子10克，桔梗10克，鱼脑骨15克，甘草6克，胡桃肉10克，肉苁蓉10克，金樱子10克，蛤蚧10克。<br><br>　　【用法】水煎服，每日1次，日服2次。<br><br>　　【出处】《疡医大全》。<br><br>（十）<br><br><br>　　【辨证】血郁。<br><br>　　【治法】通气活血，通窍。<br><br>　　【方名】当归芍药汤。<br><br>　　【组成】当归10克，白术10克，赤芍10克，川芎6克，黄芩10克，泽泻10克，茯苓12克，薄荷（后下）6克，辛荑花10克，蝉衣10克，干地龙10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《家庭病必读》。
过敏性唇炎	过敏性唇炎<br><br>　　【辨证】脾胃湿热，复受风邪，风热相搏，结于口唇而发。<br><br>　　【治法】散风，清热，除湿。<br><br>　　【方名】唇风饮。<br><br>　　【组成】防风9克，芥穗9克，薄荷6克，连翘12克，焦栀9克，黄芩9克，生石膏9克，白术9克，白芍6克，当归9克，滑石9克，苡仁12克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】齐强方。
过敏性阴囊水肿	过敏性阴囊水肿<br><br>　　【辨证】风毒外侵。<br><br>　　【治法】散风清热，除湿消肿。<br><br>　　【方名】疏风除湿汤。<br><br>　　【组成】荆芥穗6-12克，防风6-12克，蝉衣3-9克，生薏仁15-30克，生枳9-15克，生白术9-15克，车前子15克，车前草30克，菊花9-15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《赵炳南临床经验集》。
过敏性紫癜	过敏性紫癜<br><br>（一）<br><br><br>　　【辨证】阴虚血热，迫血外溢。<br><br>　　【治法】滋阴清热，凉血止血。<br><br>　　【方名】茜草汤。<br><br>　　【组成】茜草根30克，生地15克，元参12克，丹皮10克，防风10克，阿胶10克，白芍10克，黄芩10克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】宋廷廉方。<br><br>（二）<br><br><br>　　【辨证】阴虚火旺，血热妄行，气不摄血。<br><br>　　【治法】清热凉血，滋阴补虚。<br><br>　　【方名】清荣饮。<br><br>　　【组成】槐花25克，生地榆15克，白茅根20克，白芍15克，元参15克，金银花20克，生地20克，大枣20枚，鸡内金15克，炒三仙各10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】王祉然方。<br><br>（三）<br><br><br>　　【辨证】时毒炽盛，伤及血络，血遇热则溢，热毒迫血妄行所致。<br><br>　　【治法】凉血解毒。<br><br>　　【方名】凉血解毒汤。<br><br>　　【组成】连翘30克，生地15克，紫草15克，炒槐米12克，徐长卿12克，大枣10枚，甘草10克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】郑祥光方。<br><br>（四）<br><br><br>　　【辨证】湿热流注肌肤。<br><br>　　【治法】清热化湿，祛风通络。<br><br>　　【方名】二妙丸加味汤。<br><br>　　【组成】苍术30克，黄柏20克，川断15克，鸡血藤25克，双花25克，板蓝根25克，大青叶15克，公英50克，连翘15克，石斛20克，滑石20克，甘草10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】艾洗吾方。
航空性中耳炎	航空性中耳炎<br><br>　　【辨证】气滞窍闭。<br><br>　　【治法】调理气机，升清开窍。<br><br>　　【方名】升清流气饮。<br><br>　　【组成】升麻3克，青皮6克，黄芪10克，木香3克，苏叶10克，乌药6克，柴胡3克，大腹皮10克，川芎3克，蔓荆子6克，菖蒲3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】干祖望方。
颌面部急性化脓性淋巴结炎	颌面部急性化脓性淋巴结炎<br><br>　　【辨证】风热毒邪挟痰热凝滞肌肤。<br><br>　　【治法】散风清热，化痰消肿。<br><br>　　【方名】痰毒煎。<br><br>　　【组成】大力子15克，莱菔子15克，连翘15克，杏仁9克，薄荷5克（后下），荆芥9克，夏枯草15克，僵蛹9克。<br><br>　　【用法】上药头汁用水1500毫升煎沸后，文火熬15分钟，取汁，二汁加水500毫升开后，文火熬10分钟，取汁，将头二汁混合加糖30克，浓缩煎至100毫升。儿童1日3次，每次20毫升，成人每日2次，每次50毫升。<br><br>　　【出处】夏涵方。
黑变病	黑变病<br><br>（一）<br><br><br>　　【辨证】脾虚不运，气血不和，肌肤失养。<br><br>　　【治法】健脾益气，养血消斑。<br><br>　　【方名】归脾汤加减。<br><br>　　【组成】白术10克，黄芪15克，党参12克，炙甘草10克，当归15克，丹参15克，龙眼肉10克，木香6克，鸡血藤15克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】李元文方。<br><br>（二）<br><br><br>　　【辨证】肾水不足，虚火上炎。<br><br>　　【治法】滋阴补肾，降火消斑。<br><br>　　【方名】知柏地黄丸加减。<br><br>　　【组成】炒黄柏6克，炒知母6克，炒丹皮6克，熟地12克，山茱萸12克，茯苓12克，山药30克，冬瓜皮30克，赤芍10克，桃仁10克，柴胡10克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】李元文方。
横窦栓塞	横窦栓塞<br><br>　　【辨证】肝胆热结，血瘀窍闭。<br><br>　　【治法】清肝胆泻热毒，活血散结通窍。<br><br>　　【方名】通窍解毒汤。<br><br>　　【组成】龙胆草6克，焦栀芩各10克，陈香蒿8克，紫背天葵20克，鲜鱼腥草30克，青娘子（糯米炒）5只，红娘子（糯米炒）5只，炮甲片8克，连皮桃仁10克，地鳖虫6克，地龙干6克，车前子18克。<br><br>　　【用法】水煎服，每昼夜2剂分4次服。<br><br>　　【出处】张胜方。
红斑狼疮	红斑狼疮<br><br>　　【辨证】肝郁化热，心火内炽，血热成瘀。<br><br>　　【治法】清心火，凉血热，解热毒。<br><br>　　【方名】消毒灵。<br><br>　　【组成】生地20克，赤芍15克，丹皮15克，怀牛膝15克，苦参15克，蒲公英20克，紫花地丁20克，花粉15克，当归15克，连翘15克，黄芩15克，甘草10克。<br><br>　　【用法】先将上药用适量水浸泡30分钟，再放文火上煎煮30分钟，每剂煎2次，将两次煎出的药液混合。每日1剂，早晚各服1次。<br><br>　　【出处】韩百灵方。
红色盲	红色盲<br><br>　　【辨证】心血不足，肺气有余。<br><br>　　【治法】调补阴阳。<br><br>　　【方名】加味补阴益阳汤。<br><br>　　【组成】大生地30克，生龟板12克，生牡蛎12克，知母12克，黄柏10克，远志10克，石菖蒲10克，菟丝子10克，石决明8克，菊花10克，萆解10克，云苓10克，甘草3克，代赭石15克，枣仁10克，楮实子10克，紫石英4.5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】路际平方。
喉癌	喉癌<br><br>（一）<br><br><br>　　【辨证】热毒壅盛。<br><br>　　【治法】清热解毒。<br><br>　　【方名】白英清喉汤。<br><br>　　【组成】白英30克，龙葵30克，蛇莓24克，半枝莲24克，猕猴桃根30克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】裘渊英方。<br><br>（二）<br><br><br>　　【辨证】热毒壅盛。<br><br>　　【治法】清热解毒。<br><br>　　【方名】漏芦升麻汤。<br><br>　　【组成】漏芦10克，大青叶10克，升麻8克，黄芩5克，生甘草5克，玄参5克，牛蒡子5克（炒），苦桔梗5克，连翘5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《景岳全书》。
化脓性鼻窦炎	化脓性鼻窦炎<br><br>（一）<br><br><br>　　【辨证】肺胃蕴热。<br><br>　　【治法】排脓解毒。<br><br>　　【方名】排脓清窦汤。<br><br>　　【组成】桔梗10克，黄芩10克，浙贝10克，天花粉10克，七叶一枝花10克，金银花12克，苍耳子6克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《上海中医药杂志》。<br><br>（二）<br><br><br>　　【辨证】阳明热毒壅盛。<br><br>　　【治法】清解阳明热毒。<br><br>　　【方名】升麻解毒汤。<br><br>　　【组成】升麻6克，葛根15克，赤芍12克，生甘草6克，黄芩15克，银花15克，川芎3克，蒲公英20克，白芷10克，桔梗10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】谭敬书方。
化脓性扁桃体炎	化脓性扁桃体炎<br><br>（一）<br><br><br>　　【辨证】热毒上壅，搏结于咽喉。<br><br>　　【治法】清热解毒，消肿止痛。<br><br>　　【方名】银花汤。<br><br>　　【组成】金银花10克，山豆根10克，蚤休10克，天花粉10克，浙贝母10克，白芷10克，防风10克，赤芍10克，制乳香3克，制没药3克，甘草3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】干祖望方。<br><br>（二）<br><br><br>　　【辨证】胃火上升，痰热内阻。<br><br>　　【治法】清热凉血，解毒消肿。<br><br>　　【方名】山豆根汤。<br><br>　　【组成】赤芍9克，丹皮9克，炙僵蚕9克，牛蒡子9克，山豆根9克，挂金灯9克，菊花9克，金银花9克，黄芩9克，知母9克，桔梗3克，生甘草3克，射干3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】张赞臣方。
化脓性睾丸炎	化脓性睾丸炎<br><br>　　【辨证】湿热下注，气血壅滞。<br><br>　　【治法】解毒软坚，活血消痈。<br><br>　　【方名】加味活血消痈汤。<br><br>　　【组成】夏枯草9克，紫草9克，丹皮9克，红花9克，桃仁9克，泽兰叶9克，三棱9克，莪术9克，赤芍12克，白芍12克，木通6克，小茴香6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《赵炳南临床经验集》。
化脓性乳腺炎	化脓性乳腺炎<br><br>　　【辨证】热毒内盛。<br><br>　　【治法】化痰开郁，散瘀解毒。<br><br>　　【方名】栝蒌散。<br><br>　　【组成】栝蒌实60克，败酱草15克，细辛15克，炮干姜15克，姜炙厚朴15克，炒桔梗15克，人参15克，防风15克。<br><br>　　【用法】上为散，水煎服，不拘时候。<br><br>　　【出处】《圣济总录》卷一六六。
黄褐斑	黄褐斑<br><br>（一）<br><br><br>　　【辨证】肝肾亏虚。<br><br>　　【治法】滋补肝肾。<br><br>　　【方名】熟地补阴汤。<br><br>　　【组成】熟地18克，山药20克，茯苓15克，泽泻15克，黄柏12克，菊花12克，牡丹皮9克，山萸肉9克，枸杞子9克，陈皮9克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】李振琼方。<br><br>（二）<br><br><br>　　【辨证】情志抑郁，渐伤肝脾，肝郁化火，火燥淤滞。<br><br>　　【治法】疏肝解郁，养血健脾。<br><br>　　【方名】退斑汤。<br><br>　　【组成】生地12克，熟地12克，当归12克，柴胡9克，香附9克，茯苓9克，川芎9克，白僵蚕9克，白术9克，白芷9克，白藓皮15克，白附子6克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】姜兆俊方。<br><br>（三）<br><br><br>　　【辨证】肾阳不足。<br><br>　　【治法】补阳祛斑。<br><br>　　【方名】阳虚黄褐斑方。<br><br>　　【组成】制附片9克，淫羊藿9克，熟地9克，仙茅6克，冬瓜仁30克，生薏仁30克，党参12克，茯苓12克，桃仁6克，红花6克，白附子3克，蔓荆子3克，细辛3克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（四）<br><br><br>　　【辨证】肾阳不足。<br><br>　　【治法】补阳祛斑。<br><br>　　【方名】阳虚黄褐斑方。<br><br>　　【组成】制附片9克，淫羊藿9克，熟地9克，仙茅6克，冬瓜仁30克，生薏仁30克，党参12克，茯苓12克，桃仁6克，红花6克，白附子3克，蔓荆子3克，细辛3克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（五）<br><br><br>　　【辨证】肾亏血虚。<br><br>　　【治法】滋肾养血，除斑。<br><br>　　【方名】菟丝子祛斑汤。<br><br>　　【组成】生地15克，熟地15克，女贞子12克，何首乌12克，旱莲草10克，白芍10克，当归10克，阿胶9克，枸杞子9克。<br><br>　　【用法】水煎服，日服1剂，分2次服。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（六）<br><br><br>　　【辨证】风邪伤于营卫，气血失和。<br><br>　　【治法】活血散风。<br><br>　　【方名】活血散风汤。<br><br>　　【组成】当归12克，益母草9克，泽兰9克，白芷9克，荆芥穗6克，羌活6克，川芎4.5克，柴胡4.5克，柴胡4.5克，蝉蜕3克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（七）<br><br><br>　　【辨证】肾亏血虚。<br><br>　　【治法】滋肾养血，除斑。<br><br>　　【方名】菟丝祛斑汤。<br><br>　　【组成】生地15克，熟地15克，女贞子12克，何首乌12克，旱莲草10克，白芍10克，当归10克，阿胶9克，枸杞子9克。<br><br>　　【用法】水煎服，日服1剂，分2次服。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（八）<br><br><br>　　【辨证】风邪伤于营卫，气血失和。<br><br>　　【治法】活血散风。<br><br>　　【方名】活血散风汤。<br><br>　　【组成】当归12克，益母草9克，泽兰9克，白芷9克，荆芥穗6克，羌活6克，川芎4.5克，柴胡4.5克，蝉蜕3克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】《美容护肤中医八法》。<br><br>（九）<br><br><br>　　【辨证】肝脾不和，火燥郁滞。<br><br>　　【治法】疏肝扶脾，清热凉血。<br><br>　　【方名】丹栀龙胆逍遥汤。<br><br>　　【组成】柴胡9克，当归9克，白芍9克，茯苓9克，白术9克，薄荷9克，丹皮9克，龙胆草6克，甘草6克，生姜3克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《美容护肤中医八法》。
蛔虫性肠梗阻	蛔虫性肠梗阻<br><br>　　【辨证】虫积结聚，壅塞肠腔，郁滞不通。<br><br>　　【治法】通里攻下，安蛔止痛。<br><br>　　【方名】乌梅承气汤。<br><br>　　【组成】大黄9-15克（后下），芒硝6-9克（冲服），川朴6克，枳实6克，乌梅6克，川椒2克，川连3克。<br><br>　　【用法】水煎服，每日1剂，日服2次，第1剂服后4-6小时未见好转或无便意者，可加服1剂。亦可配合使用本方灌肠，以本方1剂，煎取300-500毫升，5岁以下灌300毫升，5岁以上灌500毫升。呕吐不甚，腹胀不著，能配合治疗者，不用插胃管，可直接口服。反之，则需插胃管，一是作胃肠减压用，二是便于灌服中药。<br><br>　　【出处】韦永兴方。
急性白血病	急性白血病<br><br>　　【辨证】气阴两虚。<br><br>　　【治法】益气养阴，清热解毒。<br><br>　　【方名】益气养阴解毒汤。<br><br>　　【组成】黄芪30克，太子参20克，黄精15克，白术12克，茯苓10克，生地20克，麦冬20克，天冬15克，旱莲草18克，女贞子15克，白花蛇舌草30克，半枝莲30克，蒲公英30克，小蓟15克，甘草5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】顾振东方。
急性扁桃体炎	急性扁桃体炎<br><br>（一）<br><br><br>　　【辨证】外感风热，或感冒风寒，郁而化热，火热上攻咽喉。<br><br>　　【治法】清热解毒，利咽消肿。<br><br>　　【方名】扁桃Ⅰ号。<br><br>　　【组成】九里明12克，一点红9克，射干6克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《广西中医药》。<br><br>（二）<br><br><br>　　【辨证】风热乳蛾。<br><br>　　【治法】清热解毒，利咽消肿。<br><br>　　【方名】柴葛蓝草汤。<br><br>　　【组成】板蓝根10-30克，葛根10-30克，白花蛇舌草10-20克，柴胡6-10克，连翘6-15克，浙贝3-12克，射干3-10克，荆芥3-10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《中医杂志》。<br><br>（三）<br><br><br>　　【辨证】热毒蕴于肺胃，复感风邪，热毒上扰，搏于咽喉。<br><br>　　【治法】清热解毒，消肿止痛。<br><br>　　【方名】咽喉消肿汤。<br><br>　　【组成】金银花15-30克，山豆根9-15克，硼砂（冲服）1.5克，生甘草9克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《湖北中医杂志》。<br><br>（四）<br><br><br>　　【辨证】热毒蕴结于咽喉。<br><br>　　【治法】清热解毒，凉血利咽。<br><br>　　【方名】加味银翘马勃散。<br><br>　　【组成】银花15克，连翘15克，马勃10克，射干12克，牛蒡子12克，山豆根6克，板蓝根30克，大青叶20克，桔梗10克，生甘草10克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】《广西中医药》。
急性病毒性肝炎	急性病毒性肝炎<br><br>（一）<br><br><br>　　【辨证】湿热内蕴，熏蒸肝胆。<br><br>　　【治法】清热解毒，利湿退黄。<br><br>　　【方名】虎杖煎剂。<br><br>　　【组成】虎杖30克，茵陈30克，板蓝根30克，蒲公英30克，陈皮10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】黄文章方。<br><br>（二）<br><br><br>　　【辨证】湿热内蕴，致瘀血停于肝胆。<br><br>　　【治法】活血化瘀，清热解毒。<br><br>　　【方名】泽黄英土汤。<br><br>　　【组成】泽兰15克，酒大黄12克，虎杖10克，土茯苓10克，板蓝根10克，蒲公英10克，茵陈10克，生甘草5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】蔡永良方。
急性传染性黄疸性肝炎	急性传染性黄疸性肝炎<br><br>　　【辨证】阳黄，湿热阻洛。<br><br>　　【治法】疏肝利胆，清热利湿，活血祛瘀。<br><br>　　【方名】新生饮。<br><br>　　【组成】凤尾草30克，过路黄30克，山楂15克，茅根15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】窦金发方。
急性胆囊炎	急性胆囊炎<br><br>　　【辨证】湿热内蕴，肝气郁结。<br><br>　　【治法】清热利胆，理气通降。<br><br>　　【方名】大黄雪金汤。<br><br>　　【组成】生大黄10克，积雪草20克，金铃子12克，郁金10克，山楂12克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】陈树庄方。
急性睾丸炎	急性睾丸炎<br><br>　　【辨证】痰湿壅聚。<br><br>　　【治法】温阳散寒，行气散结。<br><br>　　【方名】温阳消散汤。<br><br>　　【组成】制附片30-60克，干姜30-60克，白芍30克，甘草30克，大黄10克，桂枝10克，细辛10克，路路通10克，橘核10克，当归10克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《河南中医》。
急性喉炎	急性喉炎<br><br>　　【辨证】山岚瘴气，居伏膜原，蕴集肺胃，火动痰生，上蒸咽喉。<br><br>　　【治法】疏风透达，清解瘴毒，豁痰开窍。<br><br>　　【方名】达原解毒汤。<br><br>　　【组成】鲜生地15克，京玄参12克，麦门冬10克，浙贝母10克，香白芷10克，花槟榔10克，粉丹皮10克，连翘壳10克，金银花10克，土牛膝30克，山豆根10克，牛蒡子10克，粉甘草6克，草果仁10克，嫩射干10克。<br><br>　　【用法】水煎服，每日1剂。<br><br>　　【出处】言庚孚方。
急性化脓性扁桃体炎	急性化脓性扁桃体炎<br><br>（一）<br><br><br>　　【辨证】热毒壅阻咽喉。<br><br>　　【治法】清热解毒，活血消肿。<br><br>　　【方名】复方蒲公英汤。<br><br>　　【组成】蒲公英60克，大青叶30克，黄芩24克，丹皮12克，赤芍12克，甘草6克。<br><br>　　【用法】水煎服，每日1剂，日服3次。<br><br>　　【出处】刘祥泉方。<br><br>（二）<br><br><br>　　【辨证】热毒炽盛，津液耗伤。<br><br>　　【治法】养阴清热，解毒消脓。<br><br>　　【方名】清咽解毒汤。<br><br>　　【组成】人中臼12克，人中黄10克，马勃6克，玄参10克，麦冬10克，生地10克，生石膏（先煎）30克，黄芩6克，薄荷（后下）5克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】戴祖铭方。<br><br>（三）<br><br><br>　　【辨证】肺胃积热，复感风温时邪。<br><br>　　【治法】清热解毒，通腑利咽，排脓生肌。<br><br>　　【方名】通泻利咽汤。<br><br>　　【组成】生大黄（后下06-10克，软柴胡6-9克，淡黄芩6-9克，金银花10-15克，连翘壳10-15克，射干10克，夏枯草10克，蒲公英10-15克。<br><br>　　【用法】水煎服，每日1剂，日服2次。<br><br>　　【出处】《福建中医药》。<br><br>（四）<br><br><br>　　【辨证】肺胃积热。<br><br>　　【治法】凉营解毒，清咽利膈，收敛去腐。<br><br>　　【方名】清热解毒合剂。<br><br>　　【组成】元参10克，生石膏25克，板蓝根15克，儿茶5克。<br><br>　　【用法】制成浓缩剂型，每日1剂（50毫升），日服2次。<br><br>　　【出处】北京中医学院东直门医院儿科方。
